 15 6 0 1 103 64 13 22 68 18 1 8 50 53 48 71 20 6 8 20 17 63 107 59 2 7 16 27 26 25 74 70 21 19 5 12 127 56 2 10 126 41 14 23 69 34 21 41 65 20 44 88 33 25 62 36 0 10 72 97 32 25 33 23 35 49 18 26 107 59 13 12 96 24 16 19 66 55 25 57 45 21 30 68 51 55 46 18 0 6 30 52 45 77 53 19 52 41 19 35 46 37 21 30 31 23 44 40 32 38 29 40 20 33 35 9 19 31 29 16 1 8 13 16 73 39 21 6
 26 5 10 28 10 50 77 44 30 18 13 23 40 40 30 43 76 21 23 20 44 45 49 44 98 13 0 0 0 12 25 46 24 16 71 85 10 42 33 25 74 33 50 26 11 38 33 48 78 23 22 27 6 59 56 51 100 36 10 0 2 10 16 55 21 7 36 38 8 45 112 56 55 36 38 50 46 55 78 50 52 84 57 62 19 30 37 32 59 100 38 0 0 0 22 41 16 49 32 13 32 27 69 30 17 11 20 20 66 85 57 32 24 25 14 16 14 46 109 77 31 35 18 4 5 0 80 81
 133 69 39 0 0 0 0 62 47 67 88 47 2 8 8 20 7 42 87 46 1 9 6 2 13 44 53 30 15 16 7 2 86 77 69 22 0 0 0 46 84 114 79 33 8 9 8 12 59 50 61 48 26 31 13 29 71 42 30 20 34 22 18 36 57 37 26 26 0 0 51 77 115 44 15 12 8 12 42 104 69 33 7 15 52 53 32 52 78 69 9 11 29 34 18 30 51 38 7 0 0 0 42 79 59 33 0 0 14 9 35 85 29 28 9 17 78 36 16 31 64 70 14 14 39 19 11 3
 33 25 50 33 30 13 31 47 15 48 88 48 46 46 24 23 17 25 24 22 61 129 46 0 0 0 0 0 43 122 75 0 11 22 25 37 93 40 23 14 74 53 54 35 60 35 17 49 59 33 16 1 33 68 26 46 0 0 0 0 84 117 16 0 39 36 11 19 90 46 12 13 78 62 39 20 80 48 23 37 79 54 0 4 22 35 24 35 0 0 0 26 93 71 11 3 25 19 7 9 38 56 43 44 46 22 5 13 44 87 71 40 73 38 0 11 29 27 31 40 14 11 0 44 91 48 10 1
 85 41 49 32 3 13 27 61 3 23 75 45 4 21 36 14 0 38 62 23 16 45 32 3 0 4 24 45 30 33 33 6 61 112 98 29 0 0 0 8 31 66 106 72 14 17 0 9 66 80 80 34 25 16 13 26 15 26 39 63 40 17 9 13 101 81 45 22 0 0 23 57 86 47 26 30 36 47 32 52 113 54 17 12 39 37 22 53 37 27 16 25 59 68 46 29 60 12 1 3 0 0 47 97 54 20 4 15 63 40 31 63 70 91 18 21 54 30 7 10 67 57 0 0 10 45 55 16
 27 26 47 40 23 21 43 36 48 38 47 21 18 17 15 42 38 42 46 53 22 45 18 32 62 45 13 13 16 18 27 65 27 65 65 37 8 17 38 21 59 58 45 24 34 43 29 44 55 53 43 32 44 101 39 28 89 94 26 17 17 31 9 20 58 85 72 22 2 6 0 31 137 66 41 8 0 32 21 63 67 17 14 0 72 111 37 35 69 71 22 0 47 59 24 32 68 31 11 0 3 21 33 84 98 34 12 0 0 0 0 91 53 37 19 12 38 66 15 21 36 9 8 16 26 67 39 40
 38 7 5 62 68 19 17 28 68 29 36 62 58 19 0 56 86 23 19 37 26 14 14 52 0 0 19 44 60 36 7 6 22 13 35 93 88 25 18 18 119 36 30 59 48 24 6 55 67 26 62 120 33 4 0 45 0 2 104 99 30 8 0 0 46 19 40 50 51 45 49 18 71 32 35 39 39 50 36 53 31 20 41 101 76 62 23 7 5 2 56 74 71 61 14 2 39 7 20 27 19 47 40 24 8 27 50 47 38 41 18 16 21 44 28 23 54 55 34 13 9 5 2 48 101 47 20 13
 38 9 4 7 0 0 43 91 29 18 30 53 28 0 28 63 38 13 26 56 53 9 37 70 19 2 0 31 52 43 43 72 46 18 27 41 20 0 0 40 35 41 64 111 55 13 13 23 121 79 50 43 18 8 17 56 56 36 15 20 69 52 29 42 25 13 63 72 43 25 15 21 43 14 45 73 52 38 37 94 91 38 40 33 17 12 35 103 67 68 56 23 22 18 27 28 14 5 15 22 47 69 46 45 35 12 12 11 22 8 45 103 20 17 22 85 58 7 24 58 68 68 39 50 22 0 0 22
 73 44 2 13 48 28 0 28 71 39 18 25 58 44 4 47 67 58 24 9 28 72 35 26 54 23 19 8 15 45 46 57 67 27 19 31 47 12 0 42 33 72 55 82 89 29 0 18 72 134 58 36 20 24 10 22 31 70 67 53 24 21 13 28 49 43 16 31 46 13 0 5 42 32 10 64 106 54 28 29 124 54 11 25 37 26 25 62 39 38 40 39 95 27 9 16 45 57 13 35 34 23 12 8 42 26 7 63 59 48 38 37 101 28 11 15 19 19 19 59 35 12 16 18 67 65 13 25
 22 28 8 8 72 79 21 14 66 76 20 18 29 37 10 26 22 45 66 69 25 18 14 18 13 33 66 41 11 5 25 44 12 0 0 0 83 111 37 23 71 20 3 14 55 78 44 75 33 12 19 37 27 76 99 65 12 12 16 20 20 19 79 99 1 9 7 0 100 69 7 8 86 48 4 13 89 59 19 46 80 40 10 43 14 28 77 56 0 0 38 84 29 17 52 42 15 48 18 13 69 51 1 0 65 30 4 12 82 71 6 22 75 40 18 52 28 23 13 18 0 1 20 62 42 40 41 2
