   3.0866064e+00   2.7990660e-01
  -5.3460128e+00   2.5879726e+00
  -6.6630425e+00   1.0645943e+01
  -6.2087161e+00   5.2754198e-01
   2.8133131e+00   4.1778654e+00
  -8.0161665e+00   9.8191165e+00
  -5.7248563e+00   1.1321606e+01
   5.9816228e+00   1.9478444e+00
   3.0034355e+00   1.2968317e+00
  -4.6189456e+00   9.5026098e+00
  -7.7098294e+00   9.2046716e+00
  -7.1875610e+00   6.3520732e+00
  -7.5439690e+00   1.0002434e+01
  -3.0661732e+00   2.3529083e+00
  -7.4591339e+00   9.7035430e+00
   1.0782434e+00   2.2819750e+00
  -2.1144103e+00   3.4854777e+00
  -4.8979577e+00   1.6744438e+00
  -7.8174194e+00   1.0242840e+01
  -6.2550573e+00   9.8596981e+00
  -6.7657165e+00   9.6586501e+00
  -5.4257021e+00   9.8381106e+00
  -5.7518420e+00   1.1401320e+01
  -5.6111577e+00   2.7946882e-01
   2.7825708e+00   5.3762464e-01
   2.7391657e+00   1.8686759e+00
  -8.5321369e+00   9.0082294e+00
  -8.0238161e+00   1.0622561e+01
  -5.4048141e+00   2.8598588e+00
  -7.1624214e+00   7.9572233e+00
   5.3201446e+00   1.2102019e+00
   2.4627647e+00   2.5279925e+00
  -5.9105544e+00   9.0992240e+00
  -7.9245651e+00   9.2481417e+00
   2.5144949e+00   7.1716317e-01
   1.7472996e+00   1.7656950e+00
   2.7048567e+00   1.1505215e+00
  -3.3565045e+00   2.6360627e+00
   2.7378264e+00   2.3787692e+00
   2.7378538e+00   2.2404452e+00
  -9.7478235e+00   9.0516392e+00
  -2.3118009e+00   1.9628632e+00
  -3.0194778e+00   4.7494192e+00
  -4.3754047e+00  -1.6169787e-01
  -3.9044914e+00   3.4063369e+00
   3.1166607e+00   1.3019759e-01
  -7.7000176e+00   9.2137000e+00
  -7.6737766e+00   1.1522623e+01
  -6.3000357e+00   1.0687261e+01
  -4.8328891e+00   1.9999253e+00
  -5.9318943e+00   9.7204831e+00
  -3.7147118e+00   1.7641134e+00
  -4.1266094e+00   1.7692182e+00
   1.8610668e+00   1.4250968e+00
  -7.9078750e+00   1.1087020e+01
  -3.7467237e+00   1.9742187e+00
   3.1868690e+00   1.0566287e+00
  -4.2107742e+00   3.4753764e+00
   2.7966256e+00   4.3295175e+00
   2.9139095e+00   1.5289598e+00
  -4.3817200e+00   4.0254340e-01
  -2.8155967e+00   1.4670838e+00
  -7.6189248e+00   1.1135790e+01
  -1.4286592e+00   2.3109560e+00
  -6.2931166e+00   2.1154855e+00
   2.7115535e+00   1.9362789e+00
   3.9827336e-01   2.5451616e+00
   2.0901123e+00   3.6317537e+00
  -6.9723218e+00   1.1118041e+01
  -8.1423405e+00   1.0027904e+01
  -3.3394128e+00   2.3066933e+00
  -6.4214301e+00   1.0575743e+01
   3.6590569e+00   1.8050590e+00
   8.2852006e-01   1.6664352e+00
  -5.6317719e+00   2.4087785e+00
  -5.7066233e+00   8.5753067e+00
   4.3358267e+00   1.3642856e+00
   2.7563635e+00   4.4501236e+00
  -3.2474776e+00   3.1869863e+00
  -3.9906429e+00   2.7572001e+00
   2.3969428e+00   2.7371505e+00
  -4.2475204e+00   2.4866256e+00
   1.8883744e+00   2.1891426e+00
  -3.0924087e+00   1.4321987e+00
  -5.5139064e+00   1.5709866e+00
  -4.2750901e+00   2.6904926e+00
  -7.2030159e+00   1.1658396e+01
   2.7225974e+00   3.7989157e+00
  -5.2565089e+00   1.8336208e+00
   1.5125968e+00   1.1940870e+00
  -7.7460108e+00   8.4531374e+00
  -4.9874774e+00   1.1360135e+01
  -8.0880670e+00   9.7815567e+00
   3.0338212e+00   2.7108708e+00
  -4.0629037e+00   3.7672233e+00
   3.3044244e-01   6.6861259e-01
  -2.3411257e+00   1.0163792e+00
  -6.6360650e+00   1.1084875e+01
   4.1262835e+00   1.4593748e+00
   4.6764461e+00   4.1939795e+00
  -2.9002536e+00   1.1919850e+00
   1.2517872e+00   2.3216798e+00
  -2.1683260e+00   8.5454407e-01
  -4.4522122e+00   2.0285980e+00
   3.7759870e+00   3.6742887e+00
  -1.8837749e+00   1.2567769e+00
   2.9746218e+00   1.3693053e+00
   2.8472600e+00   7.6261233e-01
  -3.5658114e+00   1.1568875e+00
  -5.7687138e+00   1.0073658e+01
  -3.0866378e+00   1.5556337e+00
  -4.4136987e+00   1.6462368e+00
  -6.4581618e+00   1.1032945e+01
  -4.5259761e+00   5.1203272e-01
  -4.4692505e+00   1.2064467e+00
